	1	2	uniprotID	ENSG	ENST	DBD_coords	AD_coords	RD_coords	Bif_coords	length	IDR_coords
882			P15918		ENST00000697715	1-1043				1	1-99,1013-1044
883			P15923		ENST00000262965	550-603	1-99,325-479			1	1-552,613-655
884			P15976		ENST00000376670	204-238,258-292	319-413,1-83			1	1-197,301-414
885			P16220		ENST00000430624	267-326	151-238			1	1-269
886			P16415		ENST00000341191	164-187,192-214,220-242,248-270,276-298,304-326,332-354,360-382,388-410,416-438,444-465,471-493,499-521,527-549,555-577,583-605				1	1-164
887			P16989		ENST00000228251	91-160				1	1-84,144-373
888			P17010		ENST00000379177	425-447,456-478,488-510,519-542,548-570,576-599,605-627,633-656,662-684,690-713,719-741,747-770,776-799	1-335			1	1-420,792-806
889			P17014		ENST00000405858	269-291,297-319,325-347,353-375,381-403,409-431,437-459,465-487,493-515,521-543,549-571,577-599,605-627,633-655,661-683				1	61-267,683-698
890			P17021		ENST00000601808	190-212,218-240,246-268,274-296,302-324,330-352,358-380,386-408,414-436,442-464,470-492,498-520,526-548,554-576,582-604,610-632,638-660				1	1-194
891			P17022		ENST00000322748	409-430,436-458,464-486,492-514,520-542				1	1-38,138-409,536-550
892			P17023		ENST00000564230	161-183,189-211,217-239,245-267,273-295,301-323,329-351,357-379,385-407				1	68-156,444-459
893			P17025		ENST00000396965	234-256,262-284,290-312,318-340,346-368,374-396,402-424,430-452,458-480,486-508,514-536,542-564,570-592,598-620				1	1-18,81-228,615-640
894			P17027		ENST00000428724	196-218,224-246,252-274,280-302,308-330,336-358,364-386,392-414,420-442,448-470,476-498,504-526,532-554,560-582,588-610,616-638				1	1-191
895			P17028		ENST00000399061	251-273,279-301,307-329,335-357				1	1-52,118-248
896			P17030		ENST00000302609	118-140,146-168,174-196,202-224,230-252,258-280,286-308,314-336,342-364,370-392,398-420,426-448				1	59-121,443-457
897			P17035		ENST00000457749	221-237,271-293,299-320,327-349,355-377,383-405,411-433,439-461,467-489,495-517,523-545,551-573,579-601,607-629,635-657,663-685,691-713				1	51-244
898			P17036		ENST00000424697	200-222,228-250,256-278,284-306,312-334,340-362,368-390,396-418				1	1-197,417-447
899			P17038		ENST00000354959	174-196,230-251,258-279,286-308,314-336,342-364,370-392,398-420,426-448,454-476,482-504,510-532,538-560,566-588,622-644,650-672,678-700,706-728,734-756,762-784				1	56-177,791-810
900			P17039		ENST00000601142	149-170,178-198,204-226,232-254,260-282,288-310,316-338,344-366,372-394,400-422,428-450,456-478,484-506,512-534,540-562,568-590,596-618				1	69-150
901			P17040		ENST00000684572	324-384,484-544,710-732,738-760,766-788,794-816,875-897,903-925,931-953,959-981,987-1009,1015-1037	262-341			1	1-52,131-350,413-706,814-874,1029-1044
902			P17096		ENST00000447654	23-34,55-67,81-93	91-107			1	1-108
903			P17097		ENST00000532777	250-272,278-300,306-328,334-356,362-384,413-435,441-463,469-491,497-519,525-547,553-575,581-603,634-656,662-684				1	62-244,387-410,611-687
904			P17509		ENST00000484302	147-203	2-81			1	1-152,211-225
905			P17542		ENST00000691006	188-240	1-166,185-330			1	1-180,247-332
906			P17544		ENST00000456903	7-31,330-393	2-82			1	80-336,401-484
907			P17676		ENST00000303004	269-332	24-124			1	1-272
908			P17861		ENST00000216037	68-131	149-222			1	1-69,147-262
909			P17947		ENST00000378538	171-253	2-121			1	1-169,250-271
910			P18583		ENST00000356577	1-2426				1	1-2236,2308-2332
911			P18846		ENST00000262053	211-270				1	1-212
912			P18847		ENST00000366987	84-146	1-40			1	1-91
913			P19419		ENST00000376983	6-86	312-428			1	91-429
914			P19484		ENST00000678831	236-289	156-165			1	1-218,326-477
915			P19532		ENST00000315869	347-400	212-333,472-575,1-127			1	1-22,69-331,438-576
916			P19793		ENST00000481739	133-202	443-462,1-134			1	1-126,208-254
917			P19838		ENST00000505458	44-242	711-830			1	357-498,890-969
918			P20226		ENST00000392092	162-244,252-335				1	1-162
919			P20265		ENST00000328345	265-336,355-411				1	1-268,335-359,408-444
920			P22392		ENST00000514264	1-152				1	NA-NA
921			P22415		ENST00000368021	200-255	16-59,80-156			1	1-243
922			P22736		ENST00000394825	265-334	587-598,1-201			1	1-266,340-365
923			P23497		ENST00000264052	599-675,696-753,769-837	333-407			1	1-94,148-608,682-707,754-767,835-880
924			P23511		ENST00000341376	263-318	1-161			1	1-348
925			P23759		ENST00000420770	34-161,218-274	342-467			1	1-26,163-221,280-454
926			P23760		ENST00000350526	34-159,220-276	287-479			1	1-32,156-223,281-480
927			P23769		ENST00000487848	295-329,349-383	1-70,410-480			1	1-291,390-481
928			P23771		ENST00000346208	263-297,317-351	30-74,132-214			1	1-262,359-444
929			P24468		ENST00000394166	77-146				1	1-75,154-168
930			P26358		ENST00000340748	645-691				1	1-27,87-351,600-617,686-732,1095-1131
931			P26367		ENST00000241001	4-128,211-267	271-422			1	1-14,145-201,273-423
932			P27540		ENST00000358595	90-143	714-789			1	1-97,238-259,456-790
933			P28069		ENST00000350375	127-198,215-271	1-80			1	1-106
934			P28324		ENST00000616704	6-85	350-402			1	102-432
935			P28347		ENST00000527636	5-142	143-426,2-45			1	1-36,104-210
936			P28698		ENST00000599369	357-378,384-406,412-434,440-462,485-507,513-535,541-563,569-591,597-619,625-647,653-675,681-703,709-731	239-287			1	1-43,98-359,458-484
937			P28702		ENST00000436753	203-272	1-201,515-533			1	1-201,276-336
938			P31260		ENST00000283921	337-393	122-161			1	1-340
939			P31314		ENST00000370196	202-258				1	1-205,291-331
940			P32243		ENST00000685244	39-95	231-289			1	1-38,96-290
941			P32314		ENST00000340553	112-202	22-101			1	1-111,202-432
942			P32519		ENST00000239882	209-290	1-87			1	1-203,299-620
943			P35398		ENST00000335670	71-140	272-385			1	1-70,161-264
944			P35452		ENST00000406506	203-259				1	1-208
945			P35638		ENST00000623876	97-159	1-91			1	1-128
946			P35680		ENST00000617811	232-307	377-508			1	37-92,189-238,318-558
947			P35711		ENST00000451604	556-624				1	1-191,272-560,663-764
948			P35712		ENST00000528429	621-689				1	1-146,261-591,724-829
949			P35789		ENST00000343769	173-195,201-223,229-251,257-279,313-335,341-363,369-391,397-419,425-447,453-475,509-531,537-559,565-587,593-615				1	60-171
950			P36508		ENST00000373953	165-189,195-219,225-249,255-279,285-309,315-339,345-368				1	1-164,366-571
951			P36956		ENST00000261646	324-374	1-101			1	1-326,397-542,985-1014,1051-1082
952			P37231		ENST00000287820	137-205	12-101,495-503			1	1-132
953			P37275		ENST00000320985	170-193,200-222,235-262,268-289,585-634,904-926,932-954,960-981				1	1-169,285-594,632-901,985-1125
954			P39880		ENST00000292535	547-624,939-1015,1122-1200,1245-1301				1	363-555,621-933,1008-1116,1209-1262,1308-1506
955			P40424		ENST00000420696	234-293				1	1-42,98-148,303-431
956			P40426		ENST00000373489	236-295				1	1-43,97-149,316-435
957			P40763		ENST00000678960	321-573	709-770			1	686-771
958			P41161		ENST00000434744	369-448	451-510,166-326,1-83			1	1-356
959			P41162		ENST00000368192	36-116	222-311			1	1-22,120-513
960			P41182		ENST00000406870	518-541,546-568,574-596,602-624,630-652,658-681				1	1-519,680-707
961			P41235		ENST00000316099	58-127	128-369,1-50			1	1-61,374-475
962			P42224		ENST00000698141	317-566	710-750			1	687-751
963			P42226		ENST00000556155	6-127,273-526	677-847			1	311-351,621-848
964			P42229		ENST00000677301	332-582	698-794,262-341			1	703-795
965			P43268		ENST00000591713	342-421	443-468,2-101			1	1-310,447-485
966			P43354		ENST00000339562	261-330	1-91,584-598			1	1-261,335-368
967			P43694		ENST00000647274	217-251,271-305	1-74,324-406,130-177			1	1-213,312-443
968			P43699		ENST00000522719	162-218	294-371,51-123			1	1-166,224-372
969			P47902		ENST00000231656	155-211	1-162			1	1-155,211-266
970			P48378		ENST00000359161	197-274				1	1-176,286-339,402-427,681-724
971			P48380		ENST00000382004	181-258				1	1-158,275-331,650-750
972			P48382		ENST00000452671	89-168				1	1-29,164-196,249-617
973			P49116		ENST00000425241	115-184				1	1-110,185-360
974			P49450		ENST00000335756	1-140				1	1-44
975			P49640		ENST00000496902	184-240				1	1-181,246-408
976			P49711		ENST00000264010	266-288,294-316,322-345,351-373,379-401,407-430,437-460,467-489,495-517,523-546,555-575				1	1-263,572-728
977			P49715		ENST00000498907	284-343	1-199			1	1-289
978			P50219		ENST00000252971	242-298				1	1-246,300-402
979			P50221		ENST00000318579	172-228				1	1-176,227-255
980			P50539		ENST00000239007	68-120,148-167				1	1-75,156-229
981			P50548		ENST00000222329	28-107				1	1-18,118-549
982			P50549		ENST00000430479	336-415	430-477,1-182			1	1-273,463-478
983			P51449		ENST00000318247	29-98	500-506			1	1-27,122-264,506-519
984			P51522		ENST00000597597	121-143,149-171,177-199,205-227,233-255,261-283,289-311,345-367,373-395,401-423,429-451,457-479,485-507				1	1-120
985			P51608		ENST00000303391	91-162				1	1-106,151-487
986			P51815		ENST00000370766	365-387,393-415,421-443,449-471,477-499				1	1-51,130-360,492-511
987			P51843		ENST00000378970	1-470				1	1-253,320-352
988			P52630		ENST00000698192	316-565	700-851			1	706-852
989			P52736		ENST00000698705	214-236,242-264,270-292,298-320,326-348,354-376,382-404,410-432,438-460,466-488,494-516,522-544,550-572,578-600,606-631				1	52-209,622-655
990			P52738		ENST00000355557	161-183,189-211,217-239,245-267,273-295,301-323,329-351,357-379,385-407,413-435				1	59-158,432-458
991			P52739		ENST00000682664	261-283,288-311,328-350,356-376,392-414				1	1-258,446-624
992			P52740		ENST00000254166	236-258,291-313,319-341,347-369,375-397,403-425,431-453,459-481,487-509,515-537,543-565,571-593,599-621,627-649,655-677,683-705				1	1-290
993			P52741		ENST00000396161	176-198,204-226,232-254,260-282,288-310,316-338,344-366,372-394,400-422				1	1-54,104-173
994			P52742		ENST00000313434	214-236,242-264,270-292,298-320,326-348,354-376,382-404,410-432,438-460,466-488,494-516,522-544,550-572,578-600,606-628,634-656				1	1-24,68-208
995			P52747		ENST00000396602	237-261,267-291,297-321,327-351,357-381,387-411,417-440	178-195			1	1-237,436-639
996			P52926		ENST00000403681	26-38,46-58,74-86	93-109			1	1-110
997			P52952		ENST00000329198	139-195	235-324,10-21			1	1-141,203-325
998			P53539		ENST00000353609	153-213	1-111,226-338			1	1-163,219-339
999			P54274		ENST00000276603	380-428				1	1-63,266-389
1000			P54821		ENST00000239461	95-151	200-216,45-78			1	1-100,167-246
1001			P54845		ENST00000647376	157-223	30-93			1	1-126,220-238
1002			P55055		ENST00000652203	85-156	219-460,1-85			1	1-80,171-219
1003			P55317		ENST00000250448	170-259	1-66,247-472			1	1-166,268-473
1004			P55347		ENST00000291547	260-317				1	1-53,157-266,320-437
1005			P56177		ENST00000709712	129-185				1	1-135,188-256
1006			P56178		ENST00000648378	138-194				1	1-141,197-290
1007			P56270		ENST00000322945	279-301,307-329,337-360,366-388,392-413				1	1-274,433-478
1008			P56693		ENST00000396884	104-172	353-466,228-310,1-60			1	1-72,166-467
1009			P57082		ENST00000240335	69-251	344-461			1	1-62,266-546
1010			P57682		ENST00000261438	260-284,290-314,320-342				1	1-258
1011			P61244		ENST00000358664	24-75				1	1-47,107-161
1012			P61296		ENST00000359562	100-152	41-85			1	1-111,188-218
1013			P62508		ENST00000408911	126-195	1-123,251-444			1	1-113,208-233
1014			P78347		ENST00000573035	112-186,361-435,466-540,571-645,733-807,868-942				1	1-18,198-347,658-719,811-858,951-999
1015			P78411		ENST00000394636	114-173				1	1-116,175-484
1016			P78413		ENST00000513692	144-202	62-141			1	1-150,205-520
1017			P78424		ENST00000403058	479-529,541-586,608-664				1	1-478,597-610,671-692
1018			P78545		ENST00000367284	274-355	2-91,112-211			1	1-70,153-255
1019			P82094		ENST00000398559	1-1093				1	1-444,913-986
1020			P84022		ENST00000327367	31-131	199-425			1	137-223
1021			P84550		ENST00000380035	NA-NA				1	1-81,270-853,947-966
1022			P85037		ENST00000328914	305-394				1	1-131,214-308,398-734
1023			P98177		ENST00000374259	102-191	412-505			1	1-104,170-506
1024			P98182		ENST00000431561	252-274,280-302,308-330,336-358,364-386	52-151			1	1-248,380-396
1025			Q00613		ENST00000646252	18-119	362-529			1	1-16,206-530
1026			Q00653		ENST00000661543	40-220				1	1-36,320-438,696-901
1027			Q01167		ENST00000335255	258-347				1	1-37,84-105,161-261,346-661
1028			Q01196		ENST00000344691	51-180	1-72,243-372			1	1-49,171-454
1029			Q01538		ENST00000650655	29-57,441-468,485-513,799-827,843-871,892-920,945-973				1	1-565,640-777,861-996
1030			Q01543		ENST00000527786	282-361	112-198			1	1-124,202-274,375-453
1031			Q01826		ENST00000338745	366-445,489-568,645-702				1	1-65,254-369,446-498,557-650,704-764
1032			Q01851		ENST00000377208	263-337,356-412				1	1-264,345-365
1033			Q01860		ENST00000454714	141-212,231-287	290-360,1-138			1	1-133,284-361
1034			Q01892		ENST00000595883	170-252	41-61,1-31			1	1-168
1035			Q02078		ENST00000686611	10-57	87-499			1	79-508
1036			Q02080		ENST00000444486	10-57				1	86-366
1037			Q02086		ENST00000376741	525-549,555-579,585-607				1	1-517
1038			Q02447		ENST00000310015	621-645,651-675,681-703	1-500			1	1-623,705-782
1039			Q02548		ENST00000358127	16-140	304-358			1	1-26,135-392
1040			Q02930		ENST00000357727	16-40,373-436				1	1-377,442-509
1041			Q02962		ENST00000428433	16-140,252-283	198-417			1	1-22,143-418
1042			Q03060		ENST00000429130	284-344	1-254			1	1-281
1043			Q03112		ENST00000494292	209-230,263-285,291-313,319-342,348-370,376-398,405-426,912-934,940-963,969-991				1	1-118,192-257,433-908,989-1231
1044			Q03164		ENST00000389506	1147-1194	2782-2921			1	1-1161,1201-1414,1661-1872,2077-3668,3783-3825
1045			Q03181		ENST00000360694	72-140	432-441,1-71			1	1-58
1046			Q03923		ENST00000615320	174-196,202-224,230-252,258-280,286-308,314-336,342-364,370-392,398-420,426-448,454-476,482-504,510-532,538-560,566-588				1	64-170
1047			Q03933		ENST00000368455	10-111	472-536,282-368			1	196-537
1048			Q03936		ENST00000328747	201-223,229-251,257-279,285-307,313-335,341-363,369-391,397-419,425-447,453-475,481-503,509-526,539-558,564-581				1	64-189,557-587
1049			Q03989		ENST00000357485	57-142	455-594			1	1-56,147-237,273-595
1050			Q04206		ENST00000406246	21-186	342-389,415-551			1	303-552
1051			Q04741		ENST00000258106	193-249				1	1-291
1052			Q04743		ENST00000553456	155-211				1	1-159,209-253
1053			Q04864		ENST00000295025	10-178	456-619			1	269-620
1054			Q05195		ENST00000264444	57-109				1	1-65,144-222
1055			Q05481		ENST00000300619	210-232,238-259,266-288,294-316,322-344,350-372,378-400,406-428,434-456,462-484,490-512,520-540,546-568,574-596,602-624,630-652,686-708,742-764,798-820,826-848,854-876,884-904,910-932,938-960,966-988,994-1016,1022-1044,1050-1072,1078-1100,1106-1128,1134-1156				1	69-177,1171-1192
1056			Q05516		ENST00000335953	405-426,461-483,491-512,518-540,546-568,574-596,602-624,630-652				1	1-409
1057			Q06330		ENST00000512671	48-178				1	1-31,452-501
1058			Q06413		ENST00000437473	10-57	87-473			1	82-474
1059			Q06710		ENST00000429538	9-133	352-431			1	1-23,140-451
1060			Q06730		ENST00000458705	328-350,356-378,384-406,412-434,440-462,468-490,496-518,524-546,552-574,580-602,608-630,636-658,664-686,692-714,720-742,748-770				1	1-18,67-326,768-811
1061			Q06889		ENST00000317216	275-299,305-327,333-355	13-214			1	1-273,359-388
1062			Q07687		ENST00000234198	153-209				1	1-155,211-329
1063			Q07869		ENST00000407236	100-168	239-468,15-44			1	1-97
1064			Q08050		ENST00000359843	236-323	684-763			1	1-238,327-764
1065			Q0D2J5		ENST00000358987	172-189,228-250,256-278,284-306,312-334,340-362				1	48-145
1066			Q10587		ENST00000266304	231-294	42-171			1	1-225
1067			Q12772		ENST00000361204	331-381	1-101			1	1-338,416-531,818-832,1052-1075
1068			Q12800		ENST00000257915	42-260	164-277,1-65			1	1-56,235-330
1069			Q12830		ENST00000321892	NA-NA				1	1-234,557-794,981-1005,1049-2618,2716-2730,2784-2866,3032-3047
1070			Q12837		ENST00000281321	253-327,346-402	91-237			1	1-253
1071			Q12857		ENST00000403491	68-172	427-509			1	186-510
1072			Q12901		ENST00000611002	176-198,204-226,232-254,260-282,288-310,316-338,344-366,372-394,400-422,428-450,456-478,484-500,512-528				1	1-176,502-539
1073			Q12951		ENST00000306268	123-212	2-111			1	1-111,210-379
1074			Q12968		ENST00000346183	433-592	1030-1045			1	1-421,698-1076
1075			Q12986		ENST00000379540	453-470,506-524,567-585,622-654,694-706,721-739,832-857,863-883				1	1-350,963-1121
1076			Q13029		ENST00000311066	360-382,390-412,1134-1156,1162-1185,1191-1214				1	1-21,155-356,408-1139,1224-1719
1077			Q13105		ENST00000375743	306-328,334-356,362-384,390-412,418-440,446-468,474-496,502-524,530-552,558-580,586-608,614-637	637-803			1	1-25,111-304,630-804
1078			Q13118		ENST00000285407	367-393,399-423,429-451				1	1-398,464-481
1079			Q13127		ENST00000675105	159-181,216-238,248-270,276-298,304-326,332-355,361-383,389-412				1	1-216,418-1055
1080			Q13133		ENST00000467728	96-165	205-447,1-96			1	1-93,184-205
1081			Q13342		ENST00000392045	584-660				1	1-37,140-590
1082			Q13360		ENST00000683217	136-170,179-197,284-306,312-334,340-362,368-390,396-418,424-446,452-474				1	1-282
1083			Q13398		ENST00000347302	257-279,285-307,313-335,341-363,369-391,397-419,425-447,453-475,481-503,509-531,537-559				1	1-259
1084			Q13422		ENST00000331340	117-139,145-167,173-195,201-224	284-365			1	1-115,236-423
1085			Q13469		ENST00000396009	410-570	725-925,1-199			1	1-381,659-926
1086			Q13568		ENST00000473745	16-121	370-449			1	1-21,120-233,468-499
1087			Q13761		ENST00000308873	55-184	235-325,1-61			1	1-58,175-416
1088			Q13887		ENST00000377687	373-397,403-427,433-455	1-238,239-372			1	1-375
1089			Q13948		ENST00000292538	NA-NA				1	375-400,462-498,556-590,664-679
1090			Q13950		ENST00000647337	102-231	1-183,355-438			1	1-90,222-522
1091			Q13952		ENST00000308733	NA-NA				1	1-20,123-459
1092			Q14151		ENST00000252542	1-953				1	1-417,478-954
1093			Q14186		ENST00000375370	112-193	272-351			1	58-122,347-411
1094			Q14188		ENST00000489671	128-208				1	1-146,255-277,351-447
1095			Q14190		ENST00000290399	2-53				1	1-19,349-668
1096			Q14494		ENST00000362042	653-715	152-558			1	1-621,753-773
1097			Q14526		ENST00000322941	437-459,507-529,535-557,563-585,591-613				1	1-503,610-646,708-734
1098			Q14541		ENST00000354370	10-79				1	84-132,326-409
1099			Q14587		ENST00000536435	277-298,304-326,332-354,360-382,388-410,416-438,444-466,473-494,500-522,528-550,556-578,584-606,612-634,640-662,668-690,696-718,724-746,752-774,780-802,808-830,836-858,864-886,892-914,920-942				1	1-80,132-279
1100			Q14590		ENST00000291182	265-285,319-341,347-369,375-397,403-425,431-453,459-481,487-509,515-537,543-565,571-593,599-621,627-649,655-677,683-705,711-733				1	49-318
1101			Q14592		ENST00000360338	196-218,224-246,252-274,280-302,308-330,336-358,364-386,392-414,420-442,448-470,476-498				1	1-19,54-192,492-563
1102			Q14593		ENST00000476120	206-227,234-256,262-284,290-312,318-340,346-368,374-396,402-423,430-452,458-480,514-536				1	1-36,92-204,535-570
1103			Q14653		ENST00000597198	7-110	134-427			1	1-192
1104			Q14781		ENST00000310942	1-532				1	64-533
1105			Q147U1		ENST00000397902	198-220,226-248,254-276,282-304,310-332,338-360,366-388,394-416,422-444,450-472,478-500,506-527				1	58-197
1106			Q14814		ENST00000708596	10-57	93-521			1	91-522
1107			Q14865		ENST00000279873	320-406				1	80-93,245-315,410-1189
1108			Q14919		ENST00000312515	1-205				1	91-206
1109			Q14934		ENST00000642302	419-578	1-217,771-902			1	1-402,683-903
1110			Q14938		ENST00000592199	68-172	414-502			1	186-503
1111			Q14994		ENST00000367982	9-78	346-352			1	NA-NA
1112			Q15047		ENST00000271640	594-668				1	1-22,104-192,398-566,854-1198
1113			Q15306		ENST00000380956	23-128				1	1-16,134-172,439-452
1114			Q15329		ENST00000416274	51-116	222-346			1	1-54,234-347
1115			Q15406		ENST00000487099	58-127	469-480			1	1-47,128-246
1116			Q15424		ENST00000292123	1-915				1	1-414,473-916
1117			Q15554		ENST00000254942	489-537				1	1-88,286-493
1118			Q15561		ENST00000359864	28-160	217-434			1	1-42,131-220
1119			Q15562		ENST00000311227	30-291	172-447			1	1-48,116-221,312-326
1120			Q15651		ENST00000344726	1-95				1	1-100
1121			Q15697		ENST00000571936	326-348,354-376,382-405				1	1-37,141-323
1122			Q15714		ENST00000458659	1-1073				1	1-979,1036-1074
1123			Q15723		ENST00000686138	209-290	1-103			1	1-204,299-594
1124			Q15776		ENST00000457389	322-344,350-372,378-400,406-428,434-456,462-484,490-512,518-540,546-568				1	1-49,141-321,563-579
1125			Q15788		ENST00000348332	26-81	1-93,1241-1385,840-1011			1	1-40,82-109,366-1442
1126			Q15797		ENST00000515385	30-131	211-465			1	135-263
1127			Q15853		ENST00000222305	236-291	158-199,76-143			1	1-280
1128			Q15911		ENST00000641206	640-663,671-694,726-750,804-828,1088-1112,1360-1385,1401-1423,1429-1452,1545-1569,1596-1620,2146-2202,2243-2299,2328-2349,2530-2552,2642-2698,2712-2734,2947-3003				1	1-641,742-806,841-942,1124-1222,1291-1362,1463-1539,1574-2258,2298-2528,2577-2650,2760-2955,3088-3456,3503-3704
1129			Q15973		ENST00000543802	122-144,150-172,178-200,206-228,234-256,262-284,290-312,318-340				1	49-122
1130			Q16236		ENST00000397062	496-558	82-351			1	1-22,80-454,574-606
1131			Q16534		ENST00000226067	223-286	12-151			1	1-214
1132			Q16587		ENST00000611540	248-270,276-298,304-326,332-354,360-382,388-410,416-438,444-466,472-494,500-522,528-550,556-578				1	1-50,91-249,581-645
1133			Q16650		ENST00000389554	206-393				1	1-200,408-683
1134			Q16656		ENST00000393232	1-209	301-477			1	1-100,283-504
1135			Q16665		ENST00000337138	18-77	776-826,531-575			1	1-35,368-827
1136			Q16670		ENST00000623276	282-304,310-332,338-360,366-388,394-416,422-444,450-473				1	1-63,115-281
1137			Q17R98		ENST00000508784	374-396,402-424,433-455,817-839,845-867,897-919,1019-1041,1047-1069				1	1-374,463-812,945-1017,1069-1082
1138			Q2KHR2		ENST00000559447	105-183				1	1-44,85-104,178-213,259-1461
1139			Q2M1K9		ENST00000561648	138-160,166-188,194-216,222-244,263-286,295-318,409-433,480-503,517-540,563-588,632-654,663-684,692-715,720-743,750-773,807-830,886-909,930-952,959-981,1198-1220,1229-1252,1259-1282				1	1-139,241-410,501-688,832-929,1043-1168
1140			Q2M218		ENST00000409324	264-285,291-313,319-341,347-369,375-397,403-425,431-453,459-481,487-509,515-537,543-565,571-593,627-647				1	1-14,68-262
1141			Q2M3W8		ENST00000492450	237-259,265-287,293-315,321-343,349-371,377-399,405-427,433-455,461-483,489-511,517-539				1	66-232,539-572
1142			Q2M3X9		ENST00000523374	224-246,252-274,280-302,308-330,385-407,413-435,441-463,469-491,497-519,525-547,553-575				1	57-224,336-382,568-582
1143			Q2QGD7		ENST00000389709	175-199,208-232,238-262,268-290,297-321,328-352,358-382,388-412,418-442,451-476	579-688			1	1-177,473-859
1144			Q2VWA4		ENST00000620245	143-235				1	1-39,237-939
1145			Q33E94		ENST00000392842	58-136				1	1-61,496-736
1146			Q3KNS6		ENST00000391711	156-178,190-206,212-234,240-262,268-290,296-318,324-346,352-374,380-402,408-430				1	1-205
1147			Q3KP31		ENST00000343325	100-122,132-154,160-182,188-210,216-238,244-266,272-294,300-322,328-350,356-378,384-406,412-434,440-462,468-490,496-518,524-546,552-574				1	1-98
1148			Q3MIS6		ENST00000360465	213-235,241-263,269-291,297-319,325-347,353-375,381-403,409-431,437-459,465-487,493-515,521-543,549-571,577-599,605-627				1	57-209
1149			Q3SXZ3		ENST00000510175	171-193,199-221,227-249,255-277,283-305,311-333,339-361,367-389,395-417,423-445,451-473				1	56-167
1150			Q3SY52		ENST00000597850	239-261,267-289,295-317,323-345,351-373,379-401,407-429,435-457,463-485				1	1-25,65-235
1151			Q3ZCX4		ENST00000706170	222-244,250-272,278-300,306-328,334-356,362-384,390-412,418-440,474-496,502-524,530-552,558-580,586-608,614-636				1	1-52,100-221,629-645
1152			Q49A26		ENST00000321919	1-553				1	92-268
1153			Q4G112		ENST00000323777	14-131	292-371			1	1-74,148-597
1154			Q4VC44		ENST00000253928	116-174,273-331,421-479,509-567,600-658				1	1-122,174-426,487-511
1155			Q53EQ6		ENST00000504548	53-102				1	1-50,184-270,361-392,488-643
1156			Q53GI3		ENST00000651061	358-380,386-408,414-436,442-463,469-491,497-519,525-547				1	1-65,150-356,546-562
1157			Q5BKZ1		ENST00000340281	1-582	1-124			1	1-303,472-583
1158			Q5CZA5		ENST00000414468	203-225,231-253,259-281,287-309,315-337,343-365,371-393,427-449,455-477,483-505,511-533,539-561				1	59-202,555-628
1159			Q5FWF6		ENST00000331410	201-223,229-251,257-279,285-307,313-335,341-363,369-391,397-419				1	65-201
1160			Q5H9K5		ENST00000540921	175-199				1	1-52,156-169,221-639
1161			Q5JUK2		ENST00000298466	56-104				1	1-61,134-329
1162			Q5JVG2		ENST00000375495	358-378,384-406,412-434,440-462,468-490,496-518,524-546,552-574,580-602,608-630,636-658,664-686,692-714,720-742,748-770,776-798				1	1-381,802-853
1163			Q5JVG8		ENST00000591639	201-223,229-251,257-279,285-307,313-335,341-363,369-391,397-419				1	59-196,418-445
1164			Q5MCW4		ENST00000392149	186-208,214-236,242-264,270-292,298-320,326-348,354-376,382-404,410-432,438-460,466-488,494-516,522-544,550-572,578-600,606-628,634-656,662-684				1	65-186
1165			Q5SQQ9		ENST00000369206	101-157	160-334			1	1-72,155-335
1166			Q5SVQ8		ENST00000367405	361-383,389-411,422-445,463-485,491-514,518-541,547-569,575-598,603-625,631-654,668-690,696-718,724-747				1	1-81,176-460,743-910
1167			Q5T1R4		ENST00000372583	192-214,220-242,1754-1776,1782-1806	211-1074			1	1-189,247-639,674-1751,1800-2407
1168			Q5T6S3		ENST00000373896	1-580	392-471			1	1-27,344-538
1169			Q5T7W0		ENST00000374126	147-169,188-210,256-278,392-414				1	1-127,219-464,845-872
1170			Q5TC79		ENST00000695459	373-395,401-423,429-452				1	139-353,452-504
1171			Q5TYW1		ENST00000621410	386-406,440-462,518-540,546-568,574-596,602-624,630-652,658-680,686-708,714-736,742-764,770-792,798-820,826-848,854-876,882-903,910-932,938-960,966-988,994-1016,1022-1045				1	52-515,1039-1060
1172			Q5VIY5		ENST00000595646	271-293,299-321,327-349,355-377,383-405,411-433,439-461,467-489,495-517				1	54-241
1173			Q5VTD9		ENST00000372122	163-186,192-214,220-242,248-270,276-298,304-327				1	1-162
1174			Q5VUA4		ENST00000361428	1062-1096,1132-1166				1	1-892,980-1059,1102-1119,1195-2280
1175			Q5VV52		ENST00000651192	115-137,143-165,171-193,199-221,227-249,255-277,283-305				1	1-112,301-316
1176			Q5VVJ2		ENST00000472487	118-163				1	1-397,537-559,812-829
1177			Q5VZF2		ENST00000376673	13-40,46-72,175-203,212-237				1	78-169,253-374
1178			Q63HK3		ENST00000328086	341-422,498-582,775-797,803-825,831-853,859-881,887-909,915-937				1	1-773,933-968
1179			Q68CJ9		ENST00000078445	241-317	1-149			1	1-231,330-462
1180			Q68CP9		ENST00000334344	15-101,521-603				1	1-18,108-145,474-515,577-1635,1695-1754
1181			Q68DY1		ENST00000601440	171-195,201-223,229-251,257-279,285-307,313-335,341-363,369-391,397-419,425-447,453-475,481-502				1	57-173,504-529
1182			Q68DY9		ENST00000343280	144-166,172-194,266-288,294-316,322-344,350-372,378-400,406-428,434-456,462-484				1	1-33,85-155,191-264
1183			Q68G74		ENST00000294638	226-282				1	1-71,208-235,279-357
